title,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
Marriage Story,https://www.nytimes.com/2019/11/05/movies/marriage-story-review.html,"adam driver and scarlett johansson self-consciously uncouple in noah baumbach’s tender, stinging tale of divorce.",the new york times,"subject: movies;persons: baumbach, noah;creative_works: marriage story (movie);persons: driver, adam;persons: johansson, scarlett;persons: alda, alan;persons: dern, laura;persons: liotta, ray;",2019-11-05t19:01:02+0000,1244,‘marriage story’ review: dance me to the end of love,critic’s pick,none,"friendly split, shattering break",none,none,none,by a.o. scott,none,false,/4pco7tewigne6ysjvf2dbj3pjqq.jpg,none,18000000,"[{'id': 18, 'name': 'drama'}]",https://www.marriagestorymovie.com,492188,tt7653254,en,marriage story,"a stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",29.697,/91osxuqsq1jc0zjzb1cpaavlwu7.jpg,"[{'id': 437, 'logo_path': '/nu20mtwbeihunnq5nxvhhsnknzj.png', 'name': 'heyday films', 'origin_country': 'gb'}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}]",2019-09-28,2300000,137,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,"where there's a love, there's a way.",false,7.746,6612
"Cyrano, My Love",https://www.nytimes.com/2019/10/17/movies/cyrano-my-love-review.html,this superficial take on the writing and initial staging of “cyrano de bergerac” is a whirlwind of soapy declarations and backstage chaos.,the new york times,"subject: movies;creative_works: cyrano, my love (movie);persons: michalik, alexis;",2019-10-17t11:00:03+0000,291,"‘cyrano, my love’ review: a nose for romance",none,none,"cyrano, my love",none,none,none,by jeannette catsoulis,none,false,/dn7wtiud3yroopm8bwn8wtidtbw.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 36, 'name': 'history'}]",http://roadsideattractions.com/filmography/cyranomylove,544510,tt7201846,fr,edmond,"paris, france, december 1897. the young playwright edmond rostand feels like a failure. inspiration has abandoned him. married and father of two children, desperate and penniless, he persuades the great actor constant coquelin to perform the main role in his new play. but there is a problem: coquelin wants to premiere it at christmas and edmond has not written a single word.",10.462,/9y1vxsfjdu8fqqqgx0x6oobxvuw.jpg,"[{'id': 22997, 'logo_path': none, 'name': 'légende films', 'origin_country': 'fr'}, {'id': 9, 'logo_path': '/nda3dtuyddrj6rzqbpyvy865adv.png', 'name': 'gaumont', 'origin_country': 'fr'}, {'id': 83, 'logo_path': '/9oq0rm55xtlgx7kcakmuepjsrqc.png', 'name': 'france 2 cinéma', 'origin_country': 'fr'}, {'id': 118342, 'logo_path': none, 'name': 'ezra', 'origin_country': 'fr'}, {'id': 118343, 'logo_path': none, 'name': 'rosemonde films', 'origin_country': 'fr'}, {'id': 87504, 'logo_path': none, 'name': 'c2m productions', 'origin_country': 'fr'}, {'id': 7561, 'logo_path': '/ywtuzkqnp4ncs7fdvd5vzgljoux.png', 'name': 'nexus factory', 'origin_country': 'be'}, {'id': 19037, 'logo_path': '/tceh2aaora5jxizslq1gkztbzdl.png', 'name': 'umedia', 'origin_country': 'be'}, {'id': 22127, 'logo_path': '/lgkxxc4hyhh6wqvmjvufrhfijm5.png', 'name': 'ufund', 'origin_country': 'be'}, {'id': 113342, 'logo_path': none, 'name': 'entourage pictures', 'origin_country': 'fr'}, {'id': 11620, 'logo_path': '/f3hrdcak1w9qh1qs8nld2l2bae1.png', 'name': 'ocs', 'origin_country': 'fr'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9ptcrjszut06.png', 'name': 'canal+', 'origin_country': 'fr'}, {'id': 7131, 'logo_path': '/elvjhpyz12gr58lrdgg6mxzp2a3.png', 'name': 'france télévisions', 'origin_country': 'fr'}]","[{'iso_3166_1': 'be', 'name': 'belgium'}, {'iso_3166_1': 'fr', 'name': 'france'}]",2018-11-10,0,113,"[{'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}, {'english_name': 'russian', 'iso_639_1': 'ru', 'name': 'pусский'}]",released,he's got three weeks to write a masterpiece…,false,7.507,473
Pretenders,https://www.nytimes.com/2019/10/03/movies/pretenders-review.html,"directed by james franco and featuring james franco, this film indulges in a distasteful brand of nostalgia.",the new york times,"subject: movies;persons: franco, james;creative_works: pretenders (movie);",2019-10-03t11:00:07+0000,276,"‘pretenders’ review: a little new wave love, a lot of misogyny",none,none,pretenders,none,none,none,by glenn kenny,none,false,/5kzeiawkgpozxqvkhfn5enuevi9.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",,346666,tt2825596,en,pretenders,"a love triangle involving a photographer, a director and an actress.",2.304,/ewpltanyk8ijio8sfgrgcumieb0.jpg,[],"[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-09-27,0,95,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,5.615,13
First Love,https://www.nytimes.com/2019/09/26/movies/first-love-review.html,the prolific director takashi miike delivers an unusually satisfying japanese genre romp.,the new york times,"subject: movies;persons: miike, takashi;creative_works: first love (movie);",2019-09-26t11:00:06+0000,398,‘first love’ review: eluding assassins with the help of a boxer,critic’s pick,none,"assassin variations, by way of japan",none,none,none,by glenn kenny,none,false,/3pif0u6ulhx9se0ded4tcgxg4u2.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",,834742,tt14726510,en,first love,"a young man’s difficult entry into adulthood, who experiences the highs and lows of his first love, while dealing with the familial fallout spurred by the financial crisis of 2008.",16.277,/hqwsuwqcnd1cxpc6gdx1x3t5v2o.jpg,"[{'id': 68421, 'logo_path': '/oauxcwdq9pbmpkjsrw13d3apxbg.png', 'name': 'fortitude international', 'origin_country': 'us'}, {'id': 6626, 'logo_path': '/a1bnmowjzjorjzpwimybqkf84ms.png', 'name': 'voltage pictures', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2022-06-17,0,95,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,5.6,109
Loro,https://www.nytimes.com/2019/09/19/movies/loro-review.html,toni servillo plays the former italian prime minister silvio berlusconi in paolo sorrentino’s extravagant portrait.,the new york times,"subject: movies;creative_works: loro (movie);persons: servillo, toni;persons: sorrentino, paolo;persons: berlusconi, silvio;glocations: italy;",2019-09-19t17:27:07+0000,820,"‘loro’ review: a corrupt leader, and the people who love him",none,none,corruption and charisma personified,none,none,none,by a.o. scott,none,false,/jlwxolbmaczsuokftkycw22zjyc.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",,541660,tt10182822,it,loro,"internationally released director's cut of ""loro 1"" and ""loro 2"", which were released separately as two movies in italy. the film talks about the group of businessmen and politicians – the loro (them) from the title – who live and act near to media tycoon and politician silvio berlusconi in the years between 2006 and 2009.",12.237,/yaogxeovs5hpzhd4ubrdssybtp7.jpg,"[{'id': 1533, 'logo_path': '/bmd3zv15tujmxjwvqotfy6scexx.png', 'name': 'indigo film', 'origin_country': 'it'}, {'id': 83, 'logo_path': '/9oq0rm55xtlgx7kcakmuepjsrqc.png', 'name': 'france 2 cinéma', 'origin_country': 'fr'}, {'id': 7981, 'logo_path': '/6yv1giaugkhs5vis4ujnqhhcpwv.png', 'name': 'pathé', 'origin_country': 'fr'}]","[{'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'it', 'name': 'italy'}]",2018-09-13,0,157,"[{'english_name': 'italian', 'iso_639_1': 'it', 'name': 'italiano'}]",released,everything is not enough.,false,6.681,265
Falling Inn Love,https://www.nytimes.com/2019/08/29/movies/falling-inn-love-review.html,"it’s hard to find a reliable, talented, reasonably priced, eco-friendly contractor these days.",the new york times,"subject: movies;organizations: netflix inc;persons: kumble, roger;persons: milian, christina;persons: demos, adam;creative_works: falling inn love (movie);",2019-08-29t14:56:44+0000,374,‘falling inn love’ review: a prize that needs some work,streaming movie review,none,a fine romance to watch while sorting socks,none,none,none,by helen t. verongos,none,false,/lvjdfzc8hbjrvnoiay60tl04qjv.jpg,none,0,"[{'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}]",https://www.netflix.com/title/80999781,623195,tt9860728,en,falling inn love,"when a san francisco exec wins a new zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",16.712,/4bzu5k5vwlkgwap6phxlcy8nlh3.jpg,"[{'id': 6679, 'logo_path': '/r3r7qbhkgo8n0yr7r1tjlmzlxfq.png', 'name': 'marvista entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-08-29,0,98,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,never assume anything on the internet matches its profile picture.,false,6.524,1101
Hot Air,https://www.nytimes.com/2019/08/22/movies/hot-air-review.html,steve coogan stars in this cumbersome political comedy.,the new york times,"subject: movies;persons: coogan, steve;persons: coraci, frank;creative_works: hot air (movie);persons: campbell, neve;",2019-08-22t15:50:09+0000,266,‘hot air’ review: a right-wing radio host learns to love again,none,none,hot air,none,none,none,by bilge ebiri,none,false,/qsnp4yt5h9ppmos0t7m7m85xp4l.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",,479315,tt6186940,en,hot air,a right-wing talk show host's life takes a sudden turn when his 16-year-old niece comes crashing into his life.,2.587,/x301l8ium9ldueh2dckkdb60zpj.jpg,"[{'id': 53414, 'logo_path': none, 'name': 'spanknyce films', 'origin_country': ''}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2018-04-10,0,99,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,we all have a voice. just be careful how you use it.,false,5.147,17
"Love, Antosha",https://www.nytimes.com/2019/08/08/movies/love-anthosa-review.html,"anton yelchin, who played chekov in the j.j. abrams-produced “star trek” films, assembled an eclectic filmography before his death at 27 in 2016.",the new york times,"subject: documentary films and programs;creative_works: love, antosha (movie);persons: price, garret;persons: yelchin, anton;",2019-08-08t09:00:10+0000,319,"‘love, antosha’ review: a heartbreaking look at an actor’s too-short life",critic’s pick,none,"love, antosha",none,none,none,by glenn kenny,none,false,/271s2hyoc5gqkr3e2f9btyz8bjv.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",https://antonyelchindoc.com/,565276,tt9351746,en,"love, antosha","from a prolific career in film and television, anton yelchin left an indelible legacy as an actor. through his journals and other writings, his photography, the original music he wrote, and interviews with his family, friends, and colleagues, this film looks not just at anton's impressive career, but at a broader portrait of the man.",7.867,/antnp1sx7qkbt7hsym4248rkmal.jpg,"[{'id': 122358, 'logo_path': none, 'name': 'lurker', 'origin_country': ''}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-08-02,0,92,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'russian', 'iso_639_1': 'ru', 'name': 'pусский'}]",released,the extraordinary and unfinished life of anton yelchin,false,7.255,49
The Tomorrow Man,https://www.nytimes.com/2019/05/21/movies/the-tomorrow-man-review.html,blythe danner and john lithgow strain to elevate this twee late-life romance.,the new york times,"subject: movies;creative_works: the tomorrow man (movie);persons: danner, blythe;persons: lithgow, john;persons: jones, noble;",2019-05-21t11:00:01+0000,280,‘the tomorrow man’ review: love among the neuroses,none,none,"they whirl, they twirl, they tango",none,none,none,by jeannette catsoulis,none,false,/ay15qmhdkkhat8ew54bj2ia5hmu.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://bleeckerstreetmedia.com/thetomorrowman,565391,tt8769848,en,the tomorrow man,"ed hemsler spends his life preparing for a disaster that may never come. ronnie meisner spends her life shopping for things she may never use. in a small town somewhere in america, these two people will try to find love while trying not to get lost in each other’s stuff.",9.867,/7yvxf3nuxrj2xx4su7efp7lqpz5.jpg,"[{'id': 103536, 'logo_path': none, 'name': 'symbolic exchange', 'origin_country': 'us'}, {'id': 10039, 'logo_path': '/b8w4lldqolmkilzw4fqjbcxsdgi.png', 'name': 'anonymous content', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-05-22,0,94,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,5.639,54
Asako I & II,https://www.nytimes.com/2019/05/16/movies/asako-i-and-ii-review.html,the japanese director ryusuke hamaguchi follows up his marathon “happy hour” with a story of love among young urbanites.,the new york times,"subject: movies;creative_works: asako i & ii (movie);persons: hamaguchi, ryusuke;",2019-05-16t11:00:01+0000,547,‘asako i & ii’ review: double the love (and the heartbreak),critic’s pick,none,falling for a drifter and his lookalike,none,none,none,by glenn kenny,none,false,/qdkmkujhxjdljfuuacwldmya5tn.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",http://www.netemosametemo.jp/,487850,tt7112154,ja,寝ても覚めても,"college student asako falls in love at first sight with baku after meeting at a photography exhibit. romance sparks between the two but doesn't last long when baku suddenly disappears from her life. two years later, she spots a man that bears a striking resemblance to him. even though it is only his physical similarities to baku that attracted her to him, she doesn't say so and starts dating the soft-spoken young man called ryohei.",11.498,/o1syvj8nm912bkbo5rcyw8nttvo.jpg,"[{'id': 10764, 'logo_path': none, 'name': 'c&i entertainment', 'origin_country': 'jp'}, {'id': 81418, 'logo_path': '/kw9bmqqnmftphvdoycdprqh7gxt.png', 'name': 'nagoya broadcasting network', 'origin_country': 'jp'}, {'id': 4667, 'logo_path': '/kw2hfj2r3xbfxrw6jdevcsgavht.png', 'name': 'bitters end', 'origin_country': 'jp'}, {'id': 7003, 'logo_path': none, 'name': 'comme des cinémas', 'origin_country': 'fr'}]","[{'iso_3166_1': 'jp', 'name': 'japan'}]",2018-09-01,0,119,"[{'english_name': 'japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.852,155
The Sun Is Also a Star,https://www.nytimes.com/2019/05/15/movies/the-sun-is-also-a-star-review.html,"yara shahidi and charles melton play teenagers falling in love on a hectic, sunny day in new york.",the new york times,"subject: movies;creative_works: the sun is also a star (movie);persons: russo-young, ry;persons: shahidi, yara (2000- );persons: yoon, nicola (author);persons: melton, charles (1991- );",2019-05-15t16:01:27+0000,697,"‘the sun is also a star’ review: a charming, if generic, adolescent love story",none,none,a beautiful day for young hearts,none,none,none,by a.o. scott,none,false,/3cfufiwtssqu4fyd5nnmhnnzq9w.jpg,none,9000000,"[{'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",https://www.thesunisalsoastarmovie.com,508791,tt6423362,en,the sun is also a star,"two young new yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to jamaica, and his concerning an education at dartmouth.",11.708,/pyfi62qgone3ai0tzgxtqq7chde.jpg,"[{'id': 10067, 'logo_path': '/p1kzovnfkvvk7xyjzeposrxcfh8.png', 'name': 'alloy entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-05-16,6800000,100,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,love is a universe all of its own,false,6.978,563
